Admissions;Time;PM10;SO2;NO2;CO;O3;Tmax;Tmaxm12;Tave;Tmin;RH;RHm01;RHm12;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday;Carn;Tirad;Corpus;Indep;Penha
22;1644;60,04571429;21,71679807;33,98295166;1207,795455;22,24444743;31,06642289;30,7725;23,81;18,365;76,935;73,185;72,8775;0;0;1;0;0;0;0;0;0;0;0
21;1645;51,28428571;13,18161635;36,94591979;1169,2745;36,99227575;28,455;31,64821145;23,17;18,45;76,545;76,74;73,185;0;0;0;1;0;0;0;0;0;0;0
18;1646;37,34;12,71446428;29,79791667;1036,54275;39,39000145;28,715;29,76071145;23,37;19,25;80,99;78,7675;76,74;0;0;0;0;1;0;0;0;0;0;0
42;1647;14,63142857;8,996190476;18,50125;574,76;47,80274442;25,46;28,585;21,5;20,185;86,735;83,8625;78,7675;0;0;0;0;0;1;0;0;0;0;0
22;1648;40,71714286;10,42311982;28,58013889;1184,176706;36,63985634;23,305;27,0875;20,72;18,25;81,045;83,89;83,8625;0;0;0;0;0;0;0;0;0;0;0
41;1649;49,28428571;11,73110276;37,61700483;1403,5485;26,47707343;26,18;24,3825;21,03;17,88;76,83;78,9375;83,89;1;0;0;0;0;0;0;0;0;0;0
20;1650;38,45714286;11,03334517;31,77734217;796,9047633;30,28702863;27,96;24,7425;22,41;18,04;74,665;75,7475;78,9375;0;1;0;0;0;0;0;0;0;0;0
48;1651;36,30857143;10,09620859;30,56011556;745,8134213;34,32233319;28,235;27,07;23,12;19,11;76,85;75,7575;75,7475;0;0;1;0;0;0;0;0;0;0;0
39;1652;36,12142857;11,41714286;25,81826389;695,212;37,69568171;29,76;28,0975;23,97;19,765;72,875;74,8625;75,7575;0;0;0;1;0;0;0;0;0;0;0
11;1653;32,81285714;9,070773809;19,00833333;511,85;41,69342119;30,48;28,9975;24,85;20,985;69,24;71,0575;74,8625;0;0;0;0;1;0;0;0;0;0;0
17;1654;30,89285714;11,27946429;16,31881944;529,73475;43,15936045;30,765;30,12;24,11;21,21;76,335;72,7875;71,0575;0;0;0;0;0;1;0;0;0;0;0
32;1655;42,28142857;9,979642857;34,15875;802,22325;41,13746778;25,035;30,6225;21,66;19,87979581;70,51;73,4225;72,7875;0;0;0;0;0;0;0;0;0;0;0
36;1656;47,86857143;11,27178571;40,13166667;1214,633;31,43349684;29,84307859;27,9;22,72;17,75776055;76,05;73,28;73,4225;1;0;0;0;0;0;0;0;0;0;0
32;1657;36,72857143;10,92275362;37,35944445;746,154;49,00915436;27,16;27,4390393;22,04;18,50503591;74,29;75,17;73,28;0;1;0;0;0;0;0;0;0;0;0
53;1658;39,75714286;10,49857143;38,98270833;1038,876;31,42201516;26,025;28,5015393;22,05;19,26;82,47;78,38;75,17;0;0;1;0;0;0;0;0;0;0;0
39;1659;34,07285714;12,61077381;34,58381945;943,41175;24,91535993;28,28;26,5925;22,79;19,34;81,295;81,8825;78,38;0;0;0;1;0;0;0;0;0;0;0
40;1660;29,59714286;13,0577381;28,12722222;781,17775;32,40063737;30,175;27,1525;23,21;18,2;76,05;78,6725;81,8825;0;0;0;0;1;0;0;0;0;0;0
55;1661;28,92714286;10,72696429;26,22652778;736,662;40,7386796;27,91;29,2275;21,23;17,53;82,385;79,2175;78,6725;0;0;0;0;0;1;0;0;0;0;0
51;1662;29,26142857;9,484047619;35,23520833;938,919;38,82982707;23,635;29,0425;19,89;16,985;80,76;81,5725;79,2175;0;0;0;0;0;0;0;0;0;0;0
52;1663;39,26285714;9,905357143;37,11256945;935,67875;33,11527015;23,28;25,7725;20,71;19,17;79,15;79,955;81,5725;1;0;0;0;0;0;0;0;0;0;0
37;1664;34,89428571;13,02761905;33,925625;897,49375;32,68883437;29,885;23,4575;23,39;19,17;75,32;77,235;79,955;0;1;0;0;0;0;0;0;0;0;0
67;1665;42,31;14,06505953;29,58152778;888,68475;34,22712811;31,03;26,5825;23,81;18,165;74,95;75,135;77,235;0;0;1;0;0;0;0;0;0;0;0
53;1666;31,87571429;9,682142857;26,48472222;637,242;48,58305963;31,42;30,4575;24,32;21,275;74,935;74,9425;75,135;0;0;0;1;0;0;0;0;0;0;0
29;1667;31,08428571;10,07494048;33,10708333;781,83975;41,49245699;27,6;31,225;23,26;20,275;79,47;77,2025;74,9425;0;0;0;0;1;0;0;0;0;0;0
75;1668;25,14428571;12,5502381;24,84479167;658,39375;35,57009091;30,06;29,51;23,46;18,935;75,005;77,2375;77,2025;0;0;0;0;0;1;0;0;0;0;0
32;1669;40,41;11,42785714;34,61131945;903,198;37,45500187;28,885;28,83;22,83;17,29;78,05;76,5275;77,2375;0;0;0;0;0;0;0;0;0;0;0
22;1670;32,85;14,89458333;31,02159722;1027,95925;31,17203507;30,22;29,4725;23,63;18,535;78,2;78,125;76,5275;1;0;0;0;0;0;0;0;0;0;0
29;1671;34,69714286;13,95017857;29,07456922;691,897;29,3616409;31,865;29,5525;24,51;19,32;71,625;74,9125;78,125;0;1;0;0;0;0;0;0;0;0;0
60;1672;39,39571429;12,01943323;39,60905193;921,192857;45,35712352;28,18;31,0425;22,95;17,925;78,815;75,22;74,9125;0;0;1;0;0;0;0;0;0;0;0
112;1673;41,75714286;13,27090316;52,05777778;1123,821;31,41749478;29,64;30,0225;23,8;20,77;74,68;76,7475;75,22;0;0;0;1;0;0;0;0;0;0;0
33;1674;22,42285714;8,731904762;26,25631944;591,01175;30,52325278;26,39;28,91;23,07;20,79;80,765;77,7225;76,7475;0;0;0;0;1;0;0;0;0;0;0
46;1675;21,36571429;11,03934524;18,44986111;452,79325;35,98853777;29,365;28,015;23,77;19,49;76,815;78,79;77,7225;0;0;0;0;0;1;0;0;0;0;0
85;1676;30,12142857;11,64101191;24,12722222;697,1655;37,05598101;31,08;27,8775;24,8;20,74;71,555;74,185;78,79;0;0;0;0;0;0;0;0;0;0;0
78;1677;37,19142857;11,40973602;35,89407609;751,26425;42,3142198;25,98;30,2225;22,91;20,83;76,17;73,8625;74,185;1;0;0;0;0;0;0;0;0;0;0
47;1678;32,78;11,07790584;41,71041667;1056,40675;48,18077189;27,72;28,53;22,99;20,2;77,6;76,885;73,8625;0;1;0;0;0;0;0;0;0;0;0
121;1679;34,13142857;10,51579193;36,33527476;773,35225;36,26834596;32,75;26,85;24,81;19,52;65,47;71,535;76,885;0;0;1;0;0;0;0;0;0;0;0
37;1680;53,15714286;14,70139493;43,89874369;973,4906645;43,89258334;30,485;30,235;23,45;18,58;73,095;69,2825;71,535;0;0;0;1;0;0;0;0;0;0;0
108;1681;41,25;14,1352381;35,49027778;848,694;36,76612976;29,855;31,6175;23,54;19,44;73,66;73,3775;69,2825;0;0;0;0;1;0;0;0;0;0;0
38;1682;22,84285714;12,76059524;21,75666667;622,43425;35,97765609;27,98;30,17;22,61;17,73;76,05;74,855;73,3775;0;0;0;0;0;1;0;0;0;0;0
60;1683;29,57857143;12,13910714;21,71979167;648,85075;42,91686459;31,785;28,9175;24,89;19,44;68,07;72,06;74,855;0;0;0;0;0;0;0;0;0;0;0
57;1684;40,31714286;10,01589286;23,935;562,59025;48,30025047;25,75;29,8825;22,65;20,2;69,6;68,835;72,06;1;0;0;0;0;0;0;0;0;0;0
47;1685;26,82857143;8,811309524;30,74729167;700,08325;47,61311764;24,185;28,7675;20,83;18,55;72,77;71,185;68,835;0;1;0;0;0;0;0;0;0;0;0
68;1686;27,96285714;9,560810041;35,19958333;913,19975;40,51684607;25,43;24,9675;21,12;18,645;74,765;73,7675;71,185;0;0;1;0;0;0;0;0;0;0;0
71;1687;35,91714286;10,31202381;39,11479167;1175,8145;32,67126835;26,72;24,8075;21,61;17,265;76,27;75,5175;73,7675;0;0;0;1;0;0;0;0;0;0;0
75;1688;33,87285714;11,18256494;31,95933081;1009,196;30,38309373;28,015;26,075;21,86;17,165;77,1;76,685;75,5175;0;0;0;0;1;0;0;0;0;0;0
79;1689;17,88571429;9,900654762;21,35243056;578,11525;33,35317094;27,765;27,3675;22,75;19,555;80,67;78,885;76,685;0;0;0;0;0;1;0;0;0;0;0
58;1690;23,48285714;11,6625;28,968125;913,28575;26,56755884;27,28696497;27,89;22,71;20,045;82,45;81,56;78,885;0;0;0;0;0;0;0;0;0;0;0
56;1691;27,41285714;13,33982143;23,57979167;865,74875;31,60441671;29,85;27,52598249;23,8;20,18;76,755;79,6025;81,56;1;0;0;0;0;0;0;0;0;0;0
20;1692;32,54428571;13,65619048;21,88798611;854,3665;40,52147446;31,485;28,56848249;24,88;20,125;69,4;73,0775;79,6025;0;1;0;0;0;0;0;0;0;0;0
72;1693;39,71571429;17,06166667;27,92444445;1148,98675;31,09803514;31,95;30,6675;25,34;21,475;75,75;72,575;73,0775;0;0;1;0;0;0;0;0;0;0;0
52;1694;27,89571429;10,41167517;22,64881945;779,6185;46,64070619;28,07;31,7175;23,14;19,11;82,52;79,135;72,575;0;0;0;1;0;0;0;0;0;0;0
32;1695;26,38714286;8,834585757;24,48986111;559,59475;49,59755155;21,265;30,01;19,39;18,2;75,94;79,23;79,135;0;0;0;0;1;0;0;0;0;0;0
46;1696;26,37571429;10,76975869;29,53583334;677,026;40,5221153;24,305;24,6675;20,39;18,62;78,82;77,38;79,23;0;0;0;0;0;1;0;0;0;0;0
29;1697;37,40142857;11,73126417;34,24354167;912,9585;32,15925169;28,33;22,785;22,87;19,2;76,045;77,4325;77,38;0;0;0;0;0;0;0;0;0;0;0
28;1698;29,63571429;9,354623764;28,66465278;764,44825;41,10068861;29,48;26,3175;22,51;19,965;82,145;79,095;77,4325;1;0;0;0;0;0;0;0;0;0;0
12;1699;13,35714286;8,519633425;28,12479167;667,56875;47,04661094;21,385;28,905;20,29;18,93;90,83;86,4875;79,095;0;1;0;0;0;0;0;0;0;0;0
49;1700;17,47285714;8,388571428;31,991875;933,80625;35,65971923;22,625;25,4325;20,28;18,93;88,08;89,455;86,4875;0;0;1;0;0;0;0;0;0;0;0
45;1701;35,78857143;9,607261905;36,11041667;1352,14325;26,18998587;24,185;22,005;21,55;19,86;87,77;87,925;89,455;0;0;0;1;0;0;0;0;0;0;0
34;1702;35,72142857;9,424166667;27,53833334;738,61225;39,21403685;27,27;23,405;22,38;19,41;79,085;83,4275;87,925;0;0;0;0;1;0;0;0;0;0;0
47;1703;30,82285714;8,958154761;25,57715278;746,28;41,47034172;27,495;25,7275;21,77;18,03;72,23;75,6575;83,4275;0;0;0;0;0;1;0;0;0;0;0
31;1704;45,88571429;12,98169372;34,55111743;1067,233;32,78960544;28,295;27,3825;22,08;16,615;74,215;73,2225;75,6575;0;0;0;0;0;0;0;0;0;0;0
34;1705;36,05285714;10,77971853;22,73854167;711,48575;38,56115728;30,72;27,895;23,82;18,09;72,77;73,4925;73,2225;1;0;0;0;0;0;0;0;0;0;0
28;1706;29,38285714;11,70006776;19,47272041;720,727;27,81835353;32,22793861;29,5075;25,18;21,0693138;76,135;74,4525;73,4925;0;1;0;0;0;0;0;0;0;0;0
29;1707;33,46428571;12,57032185;19,46097222;753,63625;29,59696219;31,3709928;31,47396931;25,09;21,35217029;74,475;75,305;74,4525;0;0;1;0;0;0;0;0;0;0;0
24;1708;39,65428571;13,57206175;24,1480745;983,4679537;34,87687524;33,4718743;31,79946571;26,09;21,41375516;71,895;73,185;75,305;0;0;0;1;0;0;0;0;0;0;0
33;1709;37,11142857;15,05164833;22,34680556;885,28775;36,53419831;30,10479016;32,42143355;25,61;22,62085754;78,05;74,9725;73,185;0;0;0;0;1;0;0;0;0;0;0
23;1710;32,38;14,50662549;14,85402778;616,63175;41,95357601;31,31809929;31,78833223;26,1;23,40853514;73,685;75,8675;74,9725;0;0;0;0;0;1;0;0;0;0;0
32;1711;29,85428571;10,65407534;14,76902778;612,732;44,96853977;29,2516079;30,71144473;25,45;23,39593479;75,8;74,7425;75,8675;0;0;0;0;0;0;0;0;0;1;0
23;1712;44,06714286;12,53381658;19,52520833;639,91825;42,61718657;33,56568984;30,2848536;26,38;22,80377253;72,71;74,255;74,7425;1;0;0;0;0;0;0;0;0;0;0
15;1713;37,48285714;11,72198033;24,89087258;803,037;42,81701192;29,38216514;31,40864887;25,08;22,74229568;75,015;73,8625;74,255;0;1;0;0;0;0;0;0;0;0;0
27;1714;37,46428571;13,51846994;28,70395833;1007,06825;32,36547684;29,46204863;31,47392749;24,76;21,27713167;76,74;75,8775;73,8625;0;0;1;0;0;0;0;0;0;0;0
23;1715;28,70428571;13,60703191;30,62902158;1303,010399;26,54506236;28,73;29,42210689;24,08;21,25;82,01;79,375;75,8775;0;0;0;1;0;0;0;0;0;0;0
24;1716;24,59571429;10,55561835;27,26017828;641,7506583;28,22793909;27,05433935;29,09602432;23,03;20,685;83,2;82,605;79,375;0;0;0;0;1;0;0;0;0;0;0
36;1717;20,35142857;11,33198372;16,35825793;466,3562807;41,21652335;29,59;27,89216968;24,11;19,495;73,89;78,545;82,605;0;0;0;0;0;1;0;0;0;0;0
18;1718;29,66857143;14,66523456;28,98030613;1099,294759;36,23700553;31,28;28,32216968;25,14;20,47;70,025;71,9575;78,545;0;0;0;0;0;0;0;0;0;0;0
17;1719;34,19857143;14,41080287;35,49538735;909,9573558;37,03661008;28,845;30,435;23,81;21,24;75,03;72,5275;71,9575;1;0;0;0;0;0;0;0;0;0;0
9;1720;35,13285714;11,46430942;34,65190163;837,1713927;38,76852991;26,415;30,0625;23,27;21,49;72,285;73,6575;72,5275;0;1;0;0;0;0;0;0;0;0;0
27;1721;37,96285714;12,50490354;39,54375317;1211,129854;44,30083284;27,89;27,63;24,13;21,31;73,4;72,8425;73,6575;0;0;1;0;0;0;0;0;0;0;0
23;1722;34,95428571;13,32772345;30,04372321;921,1155535;38,71197543;30,64;27,1525;25,52;21,275;74,635;74,0175;72,8425;0;0;0;1;0;0;0;0;0;0;0
14;1723;39,50428571;13,1394407;18,8409041;707,4908268;40,01125036;33,465;29,265;26,49;22,545;68,865;71,75;74,0175;0;0;0;0;1;0;0;0;0;0;0
31;1724;32,05;15,52486592;20,40347146;848,5670419;36,86124012;33,77;32,0525;26,3;22,89;72,81;70,8375;71,75;0;0;0;0;0;1;0;0;0;0;0
16;1725;39,63857143;10,10970465;35,26087137;810,7896099;40,60554926;27,44487247;33,6175;24,14;22,92;86,115;79,4625;70,8375;0;0;0;0;0;0;0;0;0;0;0
13;1726;29,24857143;11,19925484;38,3989252;946,5442894;35,42938627;29,27338447;30,60743624;23,9;21,61992028;82,765;84,44;79,4625;1;0;0;0;0;0;0;0;0;0;0
7;1727;33,33142857;12,86987848;26,8362616;927,5546309;27,42676308;30,33673271;28,35912847;25,37;22,43865963;82,215;82,49;84,44;0;1;0;0;0;0;0;0;0;0;0
24;1728;30,76;9,558411478;24,43487904;655,5074147;46,21637611;29,70183526;29,80505859;24,53;20,37;79,585;80,9;82,49;0;0;1;0;0;0;0;0;0;0;0
28;1729;35,50857143;10,591815;25,35635718;659,4201409;45,65154828;25,695;30,01928399;22,36;20,615;67,745;73,665;80,9;0;0;0;1;0;0;0;0;0;0;0
20;1730;31,48142857;12,22875561;29,19579565;708,5665061;39,16448544;26,945;27,69841763;22,86;19,805;68,58;68,1625;73,665;0;0;0;0;1;0;0;0;0;0;0
16;1731;33,99;13,38000828;18,50982103;547,9692311;40,4664675;32,095;26,32;25,25;19,26;72,275;70,4275;68,1625;0;0;0;0;0;1;0;0;0;0;0
28;1732;41,20857143;13,93652688;20,45789117;766,0641385;34,80864502;35,68;29,52;27,69;23,545;67,505;69,89;70,4275;0;0;0;0;0;0;0;0;0;0;0
18;1733;42,23857143;11,10025894;24,79323811;679,81725;56,3522606;33,68;33,8875;26,59;23,03;72,575;70,04;69,89;1;0;0;0;0;0;0;0;0;0;0
6;1734;20,20428571;8,486995594;22,60545511;570,9491818;47,68181796;23,295;34,68;21,44;19,51;81,16;76,8675;70,04;0;1;0;0;0;0;0;0;0;0;0
28;1735;26,62857143;9,942962933;28,84510178;722,3010154;36,66324097;23,72;28,4875;20,82;18,97;72,205;76,6825;76,8675;0;0;1;0;0;0;0;0;0;0;0
14;1736;36,39571429;13,753268;32,31863051;981,58225;36,02662281;28,035;23,5075;23,54;17,695;65,425;68,815;76,6825;0;0;0;1;0;0;0;0;0;0;0
20;1737;32,32857143;14,61844849;21,35630564;807,9095;42,92343465;31,125;25,8775;25,67;21,975;68,81;67,1175;68,815;0;0;0;0;1;0;0;0;0;0;0
9;1738;19,36857143;9,298251793;17,26506563;595,2155;46,32118347;30,745;29,58;25,44;21,835;69,89;69,35;67,1175;0;0;0;0;0;1;0;0;0;0;0
6;1739;36,29;15,54261443;29,501057;922,755988;29,83528132;30,625;30,935;25,25;21,28;73,17;71,53;69,35;0;0;0;0;0;0;0;0;0;0;0
10;1740;42,27714286;13,49146826;22,31052856;759,4540435;29,00318945;32,46;30,685;26,2;21,14;72,17;72,67;71,53;1;0;0;0;0;0;0;0;0;0;0
8;1741;39,12857143;12,25228142;21,5677299;778,843294;30,80298751;32,84;31,5425;26,64;21,81;71,545;71,8575;72,67;0;1;0;0;0;0;0;0;0;0;0
12;1742;27,73285714;10,75703368;20,11206023;742,1970743;26,80387386;30,73;32,65;26,27;23,72;78,18;74,8625;71,8575;0;0;1;0;0;0;0;0;0;0;0
14;1743;20,27142857;8,425338152;25,87773524;774,6446418;45,8689899;27,365;31,785;24,29;21,645;76,715;77,4475;74,8625;0;0;0;1;0;0;0;0;0;0;0
28;1744;19,37857143;9,063753058;16,88778974;438,6912932;53,79343292;27,91;29,0475;24,02;21,535;71,95;74,3325;77,4475;0;0;0;0;1;0;0;0;0;0;0
12;1745;16,94571429;9,199522238;19,52345081;468,0261785;44,26058399;29,685;27,6375;24,69;20,7;73,28;72,615;74,3325;0;0;0;0;0;1;0;0;0;0;0
5;1746;21,64571429;11,3553939;18,3632271;563,4579343;37,83870813;31,165;28,7975;25,73;21,135;72,665;72,9725;72,615;0;0;0;0;0;0;0;0;0;0;0
17;1747;29,34428571;11,36907388;25,23959137;971,1466616;34,71467757;32,36618264;30,425;27;23,52;73,125;72,895;72,9725;1;0;0;0;0;0;0;0;0;0;0
16;1748;37,87714286;12,45101305;30,71988931;985,6139418;45,80284674;31,37442613;31,76559132;26,59;23,78614862;74,355;73,74;72,895;0;1;0;0;0;0;0;0;0;0;0
36;1749;31,13142857;13,01956883;20,47349202;1021,066382;26,29780066;31,6648909;31,87030439;27,59;23,74046932;73,955;74,155;73,74;0;0;1;0;0;0;0;0;0;0;0
8;1750;29,33142857;10,25369;25,26515593;711,7295204;53,46255578;32,92343825;31,51965852;27,11;24,79642058;73,7;73,8275;74,155;0;0;0;1;0;0;0;0;0;0;0
22;1751;36,51142857;9,804974874;28,06116083;798,1700787;52,40879909;31,77935907;32,29416458;26,34;24,06080325;75,035;74,3675;73,8275;0;0;0;0;1;0;0;0;0;0;0
36;1752;31,98285714;12,8188068;19,1208194;840,6949989;28,74684318;33,7426063;32,35139866;27,55;24,05292882;75,38;75,2075;74,3675;0;0;0;0;0;1;0;0;0;0;0
24;1753;34,84428571;12,78736036;18,47534914;955,0810166;20,66827873;32,26884484;32,76098269;26,46;24,75592115;75,785;75,5825;75,2075;0;0;0;0;0;0;0;0;0;0;0
19;1754;31,54857143;11,30300272;20,98714777;747,9604936;24,83226803;30,05337787;33,00572557;26,47;24,12253809;72,135;73,96;75,5825;1;0;0;0;0;0;0;0;0;0;0
5;1755;30,32428571;12,73434524;29,33111111;896,74;36,57335961;28,875;31,16111136;25,67;22,995;77,765;74,95;73,96;0;1;0;0;0;0;0;0;0;0;0
31;1756;45,03571429;12,26755176;36,66057065;993,6025765;23,45588069;28,315;29,46418894;24,66;21,96;83,3;80,5325;74,95;0;0;1;0;0;0;0;0;0;0;0
25;1757;36,12571429;11,56940476;28,90758334;955,8343335;38,87043434;29,01;28,595;24,9;22,105;79,255;81,2775;80,5325;0;0;0;1;0;0;0;0;0;0;0
21;1758;25,41714286;11,81863095;23,70513889;756,35375;39,44060728;29,67;28,6625;25,3;20,99;73,425;76,34;81,2775;0;0;0;0;1;0;0;0;0;0;0
17;1759;27,11714286;12,46958333;16,79951389;634,4455;43,53272004;34,905;29,34;27,84;22,65;71,79;72,6075;76,34;0;0;0;0;0;1;0;0;0;0;0
15;1760;39,32714286;13,62619048;22,38020833;994,348;31,20641448;31,56;32,2875;27,27;23,735;76,25;74,02;72,6075;0;0;0;0;0;0;0;0;0;0;0
14;1761;16,07571429;11,41527597;26,52347277;954,8930352;33,71742296;28,665;33,2325;23,25;20,445;89,91;83,08;74,02;1;0;0;0;0;0;0;0;0;0;0
14;1762;13,13714286;10,15617495;35,42891003;1239,337068;38,75145711;23,29;30,1125;21,56;20,4;94,495;92,2025;83,08;0;1;0;0;0;0;0;0;0;0;0
16;1763;13,05857143;10,64297619;36,35906099;1310,0675;38,13705254;23,375;25,9775;21,57;20,23;94,47;94,4825;92,2025;0;0;1;0;0;0;0;0;0;0;0
19;1764;16,19714286;10,76920549;30,79553442;1020,844157;51,44051712;22,19;23,3325;21,28;20,34;95,545;95,0075;94,4825;0;0;0;1;0;0;0;0;0;0;0
9;1765;19,28285714;10,0454329;23,54734217;780,594;55,41810995;23,635;22,7825;21,78;20,55886532;94,26;94,9025;95,0075;0;0;0;0;1;0;0;0;0;0;0
20;1766;16,77142857;10,34309524;16,083125;542,5255;41,14365449;27,88;22,9125;23,08;20,33;89,65;91,955;94,9025;0;0;0;0;0;1;0;0;0;0;0
18;1767;15,95285714;10,42559524;15,18208333;627,45225;37,1108564;28,22;25,7575;23,86;21,96;87,195;88,4225;91,955;0;0;0;0;0;0;0;0;0;0;0
11;1768;28,45;11,34577381;21,19096618;747,992;30,9313847;29,635;28,05;24,7;21,5;81,61;84,4025;88,4225;1;0;0;0;0;0;0;0;0;0;0
12;1769;35,98142857;11,81298395;19,95061237;732,7326419;30,34412104;31,325;28,9275;26,42;22,88;76,4;79,005;84,4025;0;1;0;0;0;0;0;0;0;0;0
26;1770;36,6;14,14248447;22,73554924;868,3904763;32,60949045;32,71;30,48;26,99;22,96;73,79;75,095;79,005;0;0;1;0;0;0;0;0;0;0;0
15;1771;42,15;15,34065476;21,29095109;960,577;31,20629373;32,465;32,0175;27,14;23,365;71,505;72,6475;75,095;0;0;0;1;0;0;0;0;0;0;0
18;1772;36,66714286;15,62625;17,01604167;876,92525;34,41121934;33,905;32,5875;27,27;22,59;66,915;69,21;72,6475;0;0;0;0;1;0;0;0;0;0;0
21;1773;39,52285714;18,53892857;15,31145833;801,58125;35,16593818;35,465;33,185;27,75;22,335;68,21;67,5625;69,21;0;0;0;0;0;1;0;0;0;0;0
15;1774;49,83571429;16,06103355;24,11256945;946,559;30,25642269;32,59;34,685;27,52;24,36;74,64;71,425;67,5625;0;0;0;0;0;0;0;0;0;0;0
18;1775;42,82571429;17,96580043;21,00464556;1002,8855;29,09926424;31,96;34,0275;27,08;23,90166311;74,415;74,5275;71,425;1;0;0;0;0;0;0;0;0;0;0
9;1776;42,64285714;15,04279762;20,440625;963,86975;33,03674662;33,13;32,275;27,24;23,41;69,475;71,945;74,5275;0;1;0;0;0;0;0;0;0;0;0
27;1777;36,06;14,26993634;22,23941919;858,24775;33,94136067;33,255;32,545;27,49;23,62;68,25;68,8625;71,945;0;0;1;0;0;0;0;0;0;0;0
13;1778;35,70714286;13,60166667;23,23923611;844,173;33,10037002;32,675;33,1925;27,41;23,595;68,505;68,3775;68,8625;0;0;0;1;0;0;0;0;0;0;0
15;1779;37,04571429;14,0999353;17,21986111;697,0845;32,98431287;33,25;32,965;27,38;22,385;68,385;68,445;68,3775;0;0;0;0;1;0;0;0;0;0;0
16;1780;31,47428571;17,06788961;15,94166667;715,497;34,64061429;35,9;32,9625;28,45;23,06;67,66;68,0225;68,445;0;0;0;0;0;1;0;0;0;0;0
16;1781;35,42428571;13,57976191;35,83436237;945,1455;46,61373572;30,135;34,575;26,5;23,91;75,825;71,7425;68,0225;0;0;0;0;0;0;0;0;0;0;0
13;1782;39,03714286;14,88208333;26,38997585;642,688;41,39726111;29,43;33,0175;25,53;22,52;73,715;74,77;71,7425;1;0;0;0;0;0;0;0;0;0;0
17;1783;38,82428571;13,57541667;26,33902778;703,5325;36,23364692;31,12;29,7825;26,36;22,06;71,065;72,39;74,77;0;1;0;0;0;0;0;0;0;0;0
14;1784;39,08142857;13,32835921;21,11003451;723,5202836;30,98292512;33,08;30,275;27,38;23,23;72,83;71,9475;72,39;0;0;1;0;0;0;0;0;0;0;0
24;1785;37,36714286;14,55773809;20,89333333;764,81575;33,44259772;35,54;32,1;28,39;22,905;64,58;68,705;71,9475;0;0;0;1;0;0;0;0;0;0;0
14;1786;40,15428571;16,32666667;18,06104167;695,79275;34,68640927;34,22;34,31;27,74;23,12;66,695;65,6375;68,705;0;0;0;0;1;0;0;0;0;0;0
21;1787;29,69714286;14,98404762;14,93222222;558,31775;37,07705603;33,64;34,88;27,59;23,04;64,465;65,58;65,6375;0;0;0;0;0;1;0;0;0;0;0
12;1788;40,32285714;17,62630952;17,75041667;765,98625;28,78416827;35,83;33,93;28,22;22,245;63,275;63,87;65,58;0;0;0;0;0;0;0;0;0;0;0
6;1789;40,42857143;18,86011905;21,58166667;957,202;26,22419052;33,795;34,735;27,9;23,505;66,625;64,95;63,87;1;0;0;0;0;0;0;0;0;0;0
14;1790;36,04;16,55035714;19,43368056;849,82925;28,24692366;33,47;34,8125;27,43;22,95;68,315;67,47;64,95;0;1;0;0;0;0;0;0;0;0;0
19;1791;37,15571429;16,03342132;20,57645202;824,5860479;30,30153514;34,185;33,6325;27,91;23,14;68,655;68,485;67,47;0;0;1;0;0;0;0;0;0;0;0
9;1792;51,51428571;18,88656832;21,93772096;852,6385;33,15053447;35,96;33,8275;28,8;24,16;64,52;66,5875;68,485;0;0;0;1;0;0;0;0;0;0;0
13;1793;50,17;21,45125;21,54020833;772,6265;33,20198844;34,305;35,0725;27,93;23,26;66,245;65,3825;66,5875;0;0;0;0;1;0;0;0;0;0;0
18;1794;43,02285714;18,65375;16,20548611;650,71725;39,57357936;37,95;35,1325;28,93;22,905;67,635;66,94;65,3825;0;0;0;0;0;1;0;0;0;0;0
23;1795;38,70142857;11,34089286;39,16715278;1092,4995;28,4109865;29,86;36,1275;25,89;23,17;84,695;76,165;66,94;0;0;0;0;0;0;0;0;0;0;0
5;1796;24,11714286;10,40809524;26,70840278;665,6635;44,31262752;34,385;33,905;28,48;24,33;65,11;74,9025;76,165;1;0;0;0;0;0;0;0;0;0;0
7;1797;44,52857143;19,24988095;25,036875;877,178;33,41008644;34,92;32,1225;28,43;25,1;67,915;66,5125;74,9025;0;1;0;0;0;0;0;0;0;0;0
15;1798;43,25571429;20,28205486;20,88406099;795,97325;32,7260203;35,4;34,6525;28,46;24,07;66,385;67,15;66,5125;0;0;1;0;0;0;0;0;0;0;0
13;1799;39,03428571;15,75508023;26,04106692;962,26675;36,24659004;33,915;35,16;27,71;24,81;73,035;69,71;67,15;0;0;0;1;0;0;0;0;0;0;0
14;1800;15,75285714;11,00428571;32,61069445;1052,334;29,50416761;24,535;34,6575;22,46;21,115;93,325;83,18;69,71;0;0;0;0;1;0;0;0;0;0;0
30;1801;23,34142857;12,66856884;20,44631945;779,93625;26,46645241;29,285;29,225;25,19;22,005;86,49;89,9075;83,18;0;0;0;0;0;1;0;0;0;0;0
13;1802;32,80857143;19,52892857;22,28243056;945,592;28,22203884;32,715;26,91;27,56;23,92;72,485;79,4875;89,9075;0;0;0;0;0;0;0;0;0;0;0
14;1803;31,12714286;18,05416667;22,52131945;935,30575;29,33355845;34,49;31;27,98;23,31;65,72;69,1025;79,4875;1;0;0;0;0;0;0;0;0;0;0
